rank,title_ru,title,url,score,votes,release_year,scraped_at
35,Паук-Нуар,Spider-Noir,https://www.kinopoisk.ru/series/5698586/,7.5,29963,2026,2026-07-30T00:05:16-07:00
36,Гангстерленд,MobLand,https://www.kinopoisk.ru/series/5512084/,8.2,164833,2025,2026-07-30T00:05:16-07:00
37,Призрак в доспехах,Koukaku Kidoutai,https://www.kinopoisk.ru/series/11195100/,7.5,24531,2026,2026-07-30T00:05:16-07:00
38,Секс в большом городе,Sex and the City,https://www.kinopoisk.ru/series/77042/,8.2,365436,1998,2026-07-30T00:05:16-07:00
39,Лучше звоните Солу,Better Call Saul,https://www.kinopoisk.ru/series/796660/,8.5,231322,2015,2026-07-30T00:05:16-07:00
40,Йеллоустоун,Yellowstone,https://www.kinopoisk.ru/series/1045172/,8.6,282847,2018,2026-07-30T00:05:16-07:00
41,Тьма,Dark,https://www.kinopoisk.ru/series/1032606/,8.1,247507,2017,2026-07-30T00:05:16-07:00
42,Питт,The Pitt,https://www.kinopoisk.ru/series/6589776/,8.7,56597,2025,2026-07-30T00:05:16-07:00
43,Настоящий детектив,True Detective,https://www.kinopoisk.ru/series/681831/,8.5,563547,2014,2026-07-30T00:05:16-07:00
44,Вместе до конца,Ride or Die,https://www.kinopoisk.ru/series/6739953/,7.4,495,2026,2026-07-30T00:05:16-07:00
45,Детство Шелдона,Young Sheldon,https://www.kinopoisk.ru/series/1040419/,8.8,554753,2017,2026-07-30T00:05:16-07:00
46,Бесстыжие,Shameless,https://www.kinopoisk.ru/series/571335/,8.6,682735,2011,2026-07-30T00:05:16-07:00
47,Ателье колдовских колпаков,Tongari Boushi no Atelier,https://www.kinopoisk.ru/series/6802576/,8.7,63999,2026,2026-07-30T00:05:16-07:00
48,Стюарт Блум не смог спасти вселенную,Stuart Fails to Save the Universe,https://www.kinopoisk.ru/series/5310825/,,0,2026,2026-07-30T00:05:16-07:00
49,Бумажный дом,La casa de papel,https://www.kinopoisk.ru/series/1046206/,8.2,365722,2017,2026-07-30T00:05:16-07:00
50,Мечтаю о тебе,Geudaeege deurim,https://www.kinopoisk.ru/series/9178109/,,0,2026,2026-07-30T00:05:16-07:00
